ID,Battery Capacity (in mAH),Bluetooth,Clock Speed (in GHz),Dual Sim Support,Front Camera (in MP),4G Support,Internal Memory (in GB),Mobile Depth (in cm),Mobile Weight (in g),Number of cores,Primary Camera (in MP),RAM (in MB),Talk Time (in hrs),3G Support,Touch Screen,Wifi Support,Pixel Dots,Screen Area (in sq.cm),Price Range
251,893,No,2.5,Yes,0,No,55,0.6,183,2,1,2986,6,No,Yes,Yes,394482,7,Average
252,1210,No,0.5,No,0,No,63,0.1,93,5,0,2394,7,No,No,No,1720774,153,Average
253,708,Yes,2.7,Yes,0,Yes,63,1,195,8,7,2169,7,Yes,Yes,Yes,51012,30,Low
254,835,No,1.1,Yes,2,No,7,0.2,101,4,7,1181,15,Yes,Yes,Yes,518092,65,Very Low
255,1450,Yes,2.7,Yes,9,No,19,0.6,131,1,17,575,12,No,No,No,1330574,135,Very Low
256,973,Yes,1.5,No,5,Yes,57,0.2,190,7,16,2977,2,Yes,No,No,829912,24,Average
257,601,Yes,1.4,No,4,Yes,4,0.1,154,4,13,532,10,Yes,Yes,Yes,272340,96,Very Low
258,507,Yes,0.5,Yes,1,No,32,0.5,141,7,11,1702,5,Yes,Yes,Yes,1308528,0,Low
259,564,No,1.8,Yes,0,Yes,51,0.5,168,3,1,1074,15,Yes,Yes,No,1805760,112,Very Low
260,1559,Yes,1.6,Yes,6,Yes,6,0.5,162,6,17,3352,3,Yes,Yes,Yes,279061,9,High
261,754,No,0.5,Yes,7,Yes,59,0.7,178,7,10,1027,5,Yes,No,No,3690192,18,Low
262,728,No,2.7,Yes,0,No,25,0.2,88,4,1,2039,12,Yes,Yes,Yes,804254,5,Low
263,1431,Yes,0.5,No,0,Yes,56,0.6,191,1,1,461,8,Yes,No,No,148512,21,Very Low
264,767,No,1.5,No,4,No,28,0.7,175,4,10,527,15,No,Yes,No,521848,0,Very Low
265,1722,No,2.6,No,8,No,18,0.8,177,2,16,3271,15,Yes,No,Yes,1505965,0,High
266,1992,Yes,1.6,No,5,Yes,57,1,100,2,15,606,4,Yes,Yes,Yes,2476992,27,Low
267,1876,No,0.5,No,10,Yes,40,0.3,86,6,14,2513,16,Yes,Yes,No,853944,80,High
268,1054,No,1.1,Yes,10,Yes,38,0.4,136,6,12,1675,14,Yes,Yes,Yes,1340534,72,Low
269,1283,Yes,1.6,Yes,4,No,47,0.9,93,5,5,2698,17,Yes,Yes,No,257424,54,Average
270,1281,Yes,2.3,Yes,0,No,28,0.3,148,1,6,1129,6,No,Yes,No,2077845,12,Low
271,1066,No,0.6,No,2,Yes,7,0.9,114,7,18,468,6,Yes,Yes,No,1951182,247,Very Low
272,730,No,2.1,Yes,0,Yes,4,0.1,89,8,2,1210,4,Yes,Yes,Yes,376594,285,Very Low
273,1053,Yes,0.8,Yes,7,Yes,45,0.3,103,1,12,3086,5,Yes,Yes,Yes,1049598,102,High
274,1611,Yes,0.5,Yes,11,No,3,0.6,98,3,14,1595,9,Yes,No,Yes,216342,32,Low
275,793,No,1,Yes,5,Yes,30,0.9,133,2,15,2332,14,Yes,Yes,Yes,3595230,221,Average
276,1220,No,2.9,No,3,No,62,0.5,125,4,8,2589,15,Yes,Yes,Yes,778999,209,Average
277,1662,No,0.5,No,0,Yes,61,0.8,126,4,13,3760,13,Yes,Yes,Yes,48288,45,High
278,1281,Yes,2.8,Yes,3,Yes,8,0.3,144,4,19,1851,9,Yes,Yes,No,562860,16,Low
279,538,No,0.8,No,12,Yes,2,0.8,177,7,13,417,9,Yes,No,Yes,155570,32,Very Low
280,823,Yes,0.5,No,0,No,39,0.4,187,8,4,294,11,No,No,Yes,559440,117,Very Low
281,1733,Yes,2.8,No,3,Yes,36,1,119,6,20,3576,9,Yes,No,No,188139,272,High
282,1429,No,1.5,Yes,0,Yes,40,0.9,100,3,14,3945,18,Yes,No,Yes,201720,77,High
283,1839,Yes,1.2,No,9,Yes,54,0.5,200,7,11,927,18,Yes,No,Yes,709175,190,Low
284,659,No,2.7,No,6,Yes,6,0.5,110,3,7,2044,2,Yes,No,Yes,2033166,75,Low
285,1953,Yes,2.1,Yes,7,No,56,0.1,158,8,9,2334,4,Yes,No,No,424020,55,Average
286,1172,No,1.9,No,0,Yes,27,0.7,164,1,3,1477,6,Yes,No,No,662844,0,Low
287,612,Yes,1.9,Yes,6,No,16,0.3,102,7,7,3161,3,No,No,No,2571760,32,High
288,1563,No,2.4,No,0,Yes,24,0.2,170,8,0,3660,5,Yes,Yes,No,241258,35,High
289,1191,No,1.3,Yes,16,Yes,26,0.8,84,1,20,1604,9,Yes,No,Yes,465123,42,Low
290,615,Yes,0.5,Yes,0,No,42,0.6,163,6,4,2211,18,No,No,Yes,173056,28,Low
291,1893,Yes,2.1,Yes,8,No,63,0.2,134,2,11,3822,18,No,Yes,Yes,486031,42,High
292,1563,No,1.7,Yes,10,No,16,0.1,151,7,13,3922,8,No,No,Yes,234520,11,High
293,1995,Yes,1.9,No,6,No,9,0.8,139,6,18,1203,18,Yes,Yes,Yes,3592290,168,Average
294,1517,No,0.5,No,6,Yes,48,0.6,143,5,14,2822,11,Yes,Yes,Yes,1194178,75,High
295,832,No,1.6,Yes,1,Yes,34,0.3,108,5,5,447,12,Yes,Yes,No,402434,195,Very Low
296,1162,No,2,No,0,Yes,56,0.7,114,7,1,1652,20,Yes,No,No,55832,0,Low
297,1595,Yes,2.6,No,7,No,12,0.3,121,8,19,3608,16,No,Yes,No,225320,15,High
298,1329,Yes,1,No,1,No,52,0.9,181,6,2,1228,6,Yes,No,Yes,1535274,48,Low
299,928,Yes,0.5,Yes,11,No,56,0.7,80,8,13,666,5,No,Yes,No,274703,190,Very Low
300,1656,Yes,0.5,Yes,8,Yes,38,0.1,105,7,17,1499,19,Yes,No,Yes,262614,96,Low
301,1937,Yes,1.7,No,17,No,58,0.6,189,1,19,3321,14,Yes,Yes,No,3053376,20,High
302,977,Yes,1.1,Yes,2,No,57,0.6,181,6,7,1206,8,No,Yes,Yes,35658,7,Very Low
303,768,Yes,0.9,No,16,Yes,56,0.1,113,1,20,952,16,Yes,No,Yes,215270,57,Very Low
304,1464,Yes,0.5,Yes,11,No,12,0.9,117,2,14,3927,15,No,Yes,Yes,997472,15,High
305,1177,No,0.9,No,1,Yes,29,0.4,191,2,8,311,19,Yes,No,No,156996,90,Very Low
306,1348,No,2,No,18,No,52,0.3,98,3,20,955,7,Yes,Yes,Yes,3629598,198,Low
307,1956,No,2.2,No,0,Yes,37,0.5,87,3,2,1109,19,Yes,Yes,No,143560,13,Low
308,1751,No,0.5,Yes,6,No,8,0.6,178,6,20,2969,17,No,No,Yes,95880,48,Average
309,1530,No,2,No,11,No,42,0.8,177,6,13,725,19,No,No,Yes,896650,110,Very Low
310,1997,Yes,1.8,Yes,1,No,40,0.5,185,4,8,1655,15,Yes,No,No,1049592,42,Average
311,1414,Yes,1.5,Yes,5,No,44,0.5,180,2,6,3490,13,No,Yes,No,49192,192,High
312,1707,No,1.4,No,0,No,41,0.8,80,7,2,1774,10,No,No,No,1847428,0,Average
313,894,No,0.5,Yes,1,Yes,50,0.5,199,3,14,3615,6,Yes,No,Yes,1878670,0,High
314,645,No,1.2,No,6,Yes,41,0.7,184,8,17,714,13,Yes,Yes,No,837330,36,Very Low
315,1163,No,2.8,Yes,0,No,49,0.6,155,2,0,2768,12,No,No,Yes,392080,38,Average
316,1126,No,0.7,No,3,No,49,0.9,165,8,17,3739,13,Yes,No,No,196764,14,High
317,1648,No,0.7,No,6,Yes,64,0.8,170,4,9,610,6,Yes,Yes,No,2163028,8,Low
318,1170,Yes,0.9,No,6,Yes,14,0.4,199,2,13,715,20,Yes,No,Yes,336066,90,Very Low
319,508,No,0.8,No,7,Yes,42,0.3,94,1,8,663,7,Yes,No,No,21723,156,Very Low
320,1097,No,2.1,Yes,6,No,64,0.2,161,3,8,1725,9,Yes,No,Yes,801966,70,Low
321,728,No,1.7,Yes,0,Yes,5,0.6,101,2,20,834,5,Yes,Yes,No,452600,0,Very Low
322,1980,No,0.5,Yes,2,Yes,29,0.8,177,1,13,3865,18,Yes,No,No,595920,120,High
323,1504,No,2.3,Yes,1,No,64,0.9,182,1,2,3059,10,No,Yes,No,36537,30,High
324,1379,Yes,2.1,Yes,14,Yes,63,1,83,1,17,651,7,Yes,Yes,No,283590,54,Very Low
325,1698,No,2.1,No,5,Yes,18,0.9,160,6,20,796,14,Yes,No,Yes,360822,39,Very Low
326,920,No,2.1,Yes,5,No,25,0.4,115,7,14,785,5,No,Yes,Yes,225302,70,Very Low
327,1144,Yes,1.5,Yes,0,No,21,0.4,189,1,11,3252,8,No,No,No,115116,0,Average
328,1995,Yes,0.5,No,6,No,26,0.2,129,1,15,1322,7,No,Yes,Yes,716496,165,Low
329,1430,No,0.5,Yes,1,No,27,0.5,183,1,16,2832,15,No,Yes,Yes,1338024,7,Average
330,972,Yes,0.5,Yes,5,No,13,0.4,193,5,8,1615,13,No,Yes,No,2498640,66,Low
331,662,No,0.5,No,5,No,20,0.8,138,1,10,2125,15,No,Yes,Yes,1225224,255,Low
332,1867,No,2.3,No,0,Yes,9,0.1,191,6,3,990,2,Yes,No,Yes,1026704,6,Low
333,1730,No,2,Yes,0,Yes,20,0.1,143,4,10,1595,12,Yes,Yes,No,427614,0,Low
334,1723,Yes,1,No,1,Yes,7,0.6,126,3,17,1213,16,Yes,Yes,Yes,522624,0,Low
335,1882,Yes,1.3,Yes,8,No,47,0.2,140,2,13,2500,11,No,No,Yes,77588,17,Average
336,803,No,0.8,Yes,0,No,18,0.3,106,4,1,2801,12,No,Yes,No,586245,270,Average
337,580,Yes,1.2,Yes,0,No,47,0.9,91,3,1,3451,11,Yes,Yes,No,1460670,15,High
338,668,No,2.3,No,2,Yes,48,0.3,114,1,19,1201,4,Yes,Yes,No,251940,168,Very Low
339,1391,No,1.4,No,2,Yes,36,0.8,182,1,6,3139,14,Yes,Yes,No,17584,98,Average
340,1560,No,2.3,No,0,Yes,22,0.8,169,7,1,1938,16,Yes,Yes,Yes,1016180,165,Average
341,821,No,1.8,Yes,5,No,54,0.1,109,3,9,3185,15,Yes,No,No,451858,32,Average
342,811,Yes,2.4,Yes,5,Yes,2,0.3,106,6,13,2111,2,Yes,No,Yes,475857,126,Low
343,1989,Yes,2.9,Yes,8,No,17,0.1,193,8,15,2369,18,Yes,Yes,No,428978,0,Average
344,1034,Yes,2.7,Yes,6,No,37,0.7,120,7,20,3625,12,No,Yes,Yes,847693,17,High
345,618,No,2.1,No,2,No,6,0.3,86,1,4,1051,15,No,No,Yes,2218032,130,Very Low
346,654,Yes,1.3,No,0,Yes,52,0.7,196,4,4,1036,13,Yes,No,No,3255070,68,Low
347,576,Yes,2.8,No,2,Yes,10,0.2,184,5,7,2938,5,Yes,Yes,Yes,737694,0,Average
348,667,Yes,0.6,No,6,Yes,3,0.7,185,6,13,2855,19,Yes,No,Yes,19019,0,Average
349,869,Yes,1,No,7,Yes,57,0.6,118,1,15,2727,8,Yes,No,No,1968912,39,Average
350,635,Yes,0.5,Yes,2,No,42,0.4,149,3,4,2973,18,No,No,Yes,317700,60,Average
351,609,Yes,3,No,15,Yes,44,0.3,117,1,16,2581,15,Yes,No,Yes,72674,165,Low
352,1557,No,2.8,Yes,16,No,2,0.1,123,5,20,2690,9,No,No,Yes,1596294,288,High
353,1604,Yes,1.7,No,2,No,33,1,191,8,5,916,12,No,Yes,Yes,125826,130,Very Low
354,1182,No,0.5,No,7,Yes,8,0.5,138,8,16,2563,19,Yes,No,No,271150,323,Average
355,848,Yes,2.1,Yes,10,Yes,19,0.8,148,7,18,3359,14,Yes,No,No,181104,0,Average
356,1610,Yes,2.9,No,7,Yes,64,0.9,181,4,12,941,9,Yes,Yes,No,1582080,32,Low
357,1828,Yes,2.1,Yes,0,No,17,0.9,199,1,1,2280,4,No,No,No,301728,238,Average
358,880,No,2,Yes,1,Yes,50,0.5,194,7,3,827,6,Yes,No,Yes,1541196,135,Very Low
359,1394,Yes,0.9,Yes,10,Yes,62,0.3,175,5,13,473,20,Yes,Yes,No,1580650,11,Very Low
360,1960,Yes,2.3,Yes,1,Yes,61,0.3,86,7,3,3865,11,Yes,No,No,266295,70,High
361,809,No,0.8,No,10,No,21,0.9,91,7,19,1274,3,No,No,No,2507878,126,Low
362,899,No,0.5,Yes,13,Yes,57,0.9,172,2,18,364,7,Yes,Yes,No,1048828,11,Very Low
363,1976,Yes,0.7,Yes,4,No,32,0.8,171,2,7,3699,13,No,Yes,Yes,2500522,187,High
364,879,No,1.5,Yes,0,Yes,21,0.8,187,4,2,2927,11,Yes,No,Yes,480594,182,Average
365,916,Yes,2.6,No,0,No,36,0.3,195,4,12,1470,14,No,Yes,No,186496,0,Very Low
366,763,No,1.7,Yes,8,Yes,2,0.5,92,8,14,1050,8,Yes,Yes,No,1219208,24,Very Low
367,508,No,1.6,Yes,0,No,9,0.4,162,6,2,2616,10,Yes,Yes,Yes,2724480,144,Average
368,825,No,2.9,Yes,0,No,34,0.8,99,8,17,2915,10,Yes,Yes,No,2744886,16,High
369,1864,No,1.4,No,8,Yes,46,0.7,178,1,12,2686,18,Yes,Yes,Yes,164808,77,Average
370,1725,No,0.5,Yes,8,Yes,52,1,185,6,12,1243,5,Yes,Yes,Yes,1344375,342,Low
371,1108,Yes,2.9,No,10,No,52,0.1,183,2,12,3264,13,No,Yes,Yes,221780,16,High
372,1011,No,1.1,No,4,Yes,36,0.2,131,7,18,2261,16,Yes,Yes,Yes,360269,42,Low
373,1703,Yes,1.5,Yes,17,Yes,55,0.7,138,5,19,2993,20,Yes,Yes,Yes,2414221,5,High
374,1067,Yes,1.7,Yes,0,No,58,0.5,135,7,0,706,16,No,Yes,No,53799,108,Very Low
375,1334,Yes,2.4,No,5,Yes,42,0.6,115,5,14,2542,8,Yes,No,No,2343138,10,High
376,775,Yes,2.6,No,0,No,30,0.4,189,7,10,2523,9,Yes,No,Yes,847110,272,Average
377,1899,Yes,0.6,No,0,No,26,0.1,151,2,0,336,4,Yes,No,Yes,78144,143,Very Low
378,930,Yes,1.3,Yes,1,Yes,14,0.4,97,6,10,2457,17,Yes,Yes,No,78925,77,Low
379,1058,No,1.5,No,2,No,19,0.4,166,4,14,418,16,No,No,Yes,614771,63,Very Low
380,1187,Yes,2.2,No,0,Yes,46,0.4,145,2,9,3917,8,Yes,No,Yes,2127822,143,High
381,1874,Yes,2.7,Yes,10,No,8,0.9,166,7,13,1246,2,No,No,Yes,1188612,8,Low
382,1482,No,0.5,No,2,No,48,0.2,142,7,10,2971,12,Yes,Yes,Yes,407028,96,Average
383,1809,Yes,1.7,No,3,Yes,59,0.1,174,3,4,2324,16,Yes,No,Yes,460719,60,Average
384,864,Yes,3,Yes,0,Yes,54,0.7,187,2,1,3121,16,Yes,Yes,Yes,212090,36,Average
385,625,Yes,1.9,No,12,Yes,33,0.2,191,1,20,3801,2,Yes,No,No,237050,60,Average
386,1880,Yes,1.8,No,4,Yes,18,0.7,138,3,5,3333,7,Yes,No,No,49629,255,High
387,1138,No,1.4,No,12,Yes,44,0.2,187,8,17,3475,3,Yes,No,No,126318,57,High
388,560,No,0.5,No,14,No,23,1,146,8,15,2360,18,No,Yes,Yes,677468,272,Low
389,1117,No,0.5,No,1,No,12,0.6,144,7,8,2895,16,Yes,Yes,No,651966,42,Average
390,1712,No,1.4,No,1,No,63,0.5,137,7,12,3652,19,Yes,No,No,841122,16,High
391,1836,Yes,1.7,Yes,3,No,26,0.1,134,6,16,3097,18,No,Yes,No,464712,0,High
392,1036,Yes,2.4,No,0,No,39,0.2,119,7,3,2101,2,No,Yes,No,345398,70,Low
393,1860,Yes,2.3,No,15,No,23,0.6,162,4,16,3918,8,No,Yes,No,2051172,18,High
394,1375,Yes,1.1,No,3,Yes,9,0.9,145,7,19,3869,10,Yes,Yes,Yes,344850,342,High
395,1945,No,1.6,Yes,0,Yes,57,0.3,195,4,1,732,14,Yes,Yes,No,1302479,14,Low
396,1896,No,0.5,Yes,8,Yes,7,0.4,141,2,13,3684,18,Yes,No,No,354918,63,High
397,788,No,2.5,Yes,4,Yes,57,0.9,91,8,12,3969,6,Yes,Yes,Yes,48762,96,High
398,880,Yes,1.7,Yes,0,No,33,0.7,173,2,2,1414,7,Yes,Yes,No,40500,12,Very Low
399,1323,Yes,2.5,Yes,10,Yes,28,0.2,131,4,12,1892,15,Yes,Yes,Yes,100278,0,Low
400,1868,No,2,Yes,0,Yes,42,0.2,169,1,4,3131,7,Yes,Yes,Yes,229020,24,High
401,1266,No,1.9,Yes,0,Yes,7,0.2,184,3,12,2532,4,Yes,Yes,Yes,507928,50,Average
402,1042,No,2.7,Yes,16,Yes,50,0.8,93,7,18,3215,20,Yes,Yes,Yes,1239535,0,High
403,1479,No,0.5,No,8,No,19,0.6,156,3,10,3323,6,Yes,No,Yes,265680,156,High
404,1476,Yes,1.2,Yes,0,Yes,55,0.1,171,4,5,1529,3,Yes,No,Yes,2733906,104,Average
405,1552,Yes,2.2,No,6,Yes,13,0.2,123,6,9,2403,9,Yes,Yes,Yes,275994,18,Average
406,1454,Yes,0.5,Yes,1,No,34,0.7,83,4,3,3419,5,Yes,Yes,No,258250,35,High
407,1007,No,2,No,0,No,45,0.1,95,5,2,3648,16,No,No,No,1813394,0,High
408,652,Yes,2.4,Yes,9,Yes,17,0.7,173,5,11,1974,12,Yes,No,No,43043,120,Very Low
409,1504,No,1.5,No,12,Yes,34,0.7,142,8,15,2806,7,Yes,No,Yes,493311,14,Average
410,1726,Yes,0.9,Yes,2,No,51,0.6,193,4,3,2239,13,Yes,No,Yes,463517,117,Average
411,1029,Yes,1.9,Yes,5,Yes,5,0.2,171,5,8,582,4,Yes,Yes,Yes,252384,105,Very Low
412,1582,No,2.8,No,2,Yes,44,0.5,112,6,13,3890,10,Yes,Yes,Yes,2670342,170,High
413,1478,Yes,0.8,Yes,12,No,48,0.7,99,5,17,1141,6,No,No,Yes,612108,10,Low
414,1178,Yes,1.3,No,0,No,49,0.6,101,5,0,2511,17,No,No,No,345084,18,Average
415,707,No,2.1,Yes,2,No,25,0.8,131,3,17,3838,7,Yes,No,Yes,284130,18,High
416,755,Yes,2.8,No,5,Yes,51,0.3,186,4,12,2734,16,Yes,No,Yes,311850,10,Average
417,912,Yes,2,No,1,No,54,0.3,161,8,5,2330,20,No,Yes,No,346437,95,Low
418,651,Yes,0.8,Yes,2,Yes,63,0.2,176,5,4,2244,19,Yes,Yes,No,470184,126,Low
419,1483,No,2.1,No,1,Yes,54,0.2,176,7,2,1851,2,Yes,Yes,No,402498,195,Low
420,914,Yes,0.9,No,2,No,4,0.8,100,2,12,808,5,Yes,Yes,No,285545,77,Very Low
421,1456,Yes,0.5,Yes,7,No,7,0.4,105,5,12,1587,20,Yes,No,Yes,908592,30,Low
422,1178,No,2.2,Yes,6,No,57,0.3,84,3,17,2492,10,Yes,Yes,No,129792,224,Average
423,1503,Yes,0.7,No,10,Yes,43,0.2,166,4,14,2122,2,Yes,No,No,1096664,15,Average
424,1681,Yes,2.5,No,2,No,11,0.4,158,2,13,1122,16,No,Yes,Yes,234975,72,Very Low
425,715,No,2.3,Yes,4,No,48,0.1,160,4,6,3709,10,No,No,No,11802,28,Average
426,1876,No,2.8,Yes,3,Yes,56,0.4,182,3,4,3021,18,Yes,No,No,137475,24,Average
427,1190,Yes,2.2,Yes,9,No,47,0.3,186,6,10,624,19,Yes,Yes,Yes,2041897,27,Very Low
428,1755,Yes,1.3,No,0,Yes,24,0.1,134,7,2,3937,7,Yes,No,Yes,307450,8,High
429,1197,No,1.3,No,3,Yes,20,0.5,149,6,7,1797,4,Yes,Yes,Yes,1057221,95,Low
430,1048,Yes,0.9,No,10,Yes,28,0.8,194,2,19,1458,15,Yes,No,Yes,1907850,5,Low
431,1887,Yes,3,Yes,6,Yes,17,0.2,126,8,7,3348,16,Yes,Yes,No,2107256,288,High
432,1772,Yes,0.5,Yes,3,No,64,0.7,116,8,15,1834,20,No,Yes,Yes,147150,10,Low
433,1421,No,2.8,No,0,Yes,57,0.4,165,1,2,2775,14,Yes,No,Yes,1294117,104,High
434,1464,No,0.5,Yes,0,Yes,17,0.7,153,6,8,1277,19,Yes,No,No,560538,78,Low
435,728,No,2.3,Yes,4,No,23,0.8,111,4,5,457,16,Yes,Yes,Yes,102942,170,Very Low
436,954,Yes,0.5,No,0,No,50,0.3,134,2,11,438,2,Yes,No,No,241224,0,Very Low
437,685,No,0.5,Yes,8,Yes,13,0.8,82,7,15,3210,2,Yes,Yes,Yes,1312473,105,High
438,1472,No,2.8,Yes,1,No,36,0.5,130,6,10,985,7,Yes,Yes,No,2532288,132,Low
439,853,Yes,2,No,10,Yes,3,0.6,200,2,16,3701,8,Yes,Yes,No,498760,120,High
440,1469,No,2.1,No,0,No,8,0.7,123,7,0,1052,3,No,Yes,No,450934,8,Very Low
441,1310,Yes,2.3,Yes,6,No,57,0.9,135,8,9,1175,8,No,No,No,399161,0,Very Low
442,1654,No,1.8,No,1,No,11,0.3,146,7,2,1070,14,Yes,Yes,Yes,2035296,8,Low
443,902,Yes,0.7,No,3,No,3,0.3,134,7,9,3411,15,No,No,Yes,867375,132,High
444,1448,No,1.4,Yes,13,No,26,1,156,3,16,1175,6,No,Yes,No,3315200,108,Low
445,1631,No,0.9,Yes,2,Yes,3,0.1,198,7,12,301,13,Yes,No,No,337185,65,Very Low
446,1608,No,1.8,Yes,7,No,28,0.4,183,2,13,489,8,No,No,Yes,1173054,165,Very Low
447,1991,Yes,2.7,No,5,Yes,64,0.9,145,2,13,1733,8,Yes,Yes,No,1401850,15,Average
448,1349,No,2,Yes,15,No,62,0.3,114,5,16,2756,4,Yes,No,No,457024,33,Average
449,1589,No,2.5,No,5,Yes,51,0.8,195,1,18,2612,16,Yes,No,No,1411830,16,Average
450,1844,Yes,2.3,Yes,1,No,51,0.7,158,8,3,1724,14,No,Yes,Yes,470106,5,Low
451,712,Yes,0.5,Yes,3,Yes,35,0.2,84,2,10,2190,4,Yes,Yes,Yes,674064,192,Low
452,972,Yes,1.7,No,0,Yes,54,0.7,107,3,4,1900,19,Yes,No,Yes,715050,128,Low
453,1406,No,0.5,Yes,2,Yes,34,0.8,98,3,5,3915,2,Yes,No,Yes,1389222,72,High
454,1289,No,0.9,No,10,Yes,25,1,178,6,12,1043,11,Yes,Yes,No,687735,12,Very Low
455,932,No,1.3,No,1,No,64,0.7,154,7,2,3817,9,Yes,Yes,Yes,1439424,56,High
456,1747,Yes,0.9,No,6,Yes,48,0.7,94,3,19,2362,19,Yes,Yes,No,1071057,34,Average
457,1172,Yes,2.1,Yes,4,No,41,0.1,95,3,7,1107,5,No,No,No,2475576,21,Low
458,1128,Yes,1.4,No,12,No,53,0.4,84,5,14,2982,12,Yes,Yes,No,834330,126,High
459,664,No,1.2,Yes,0,No,28,0.9,106,5,5,2042,19,Yes,Yes,No,1128738,255,Low
460,513,Yes,0.5,No,6,Yes,44,0.1,186,4,12,1343,9,Yes,Yes,No,536673,5,Very Low
461,1742,No,2.3,Yes,9,Yes,43,0.4,170,7,12,2610,10,Yes,No,Yes,308493,36,Average
462,1512,Yes,1.7,No,12,No,6,0.7,162,7,17,2335,7,Yes,Yes,Yes,181220,105,Average
463,1986,No,0.5,Yes,3,Yes,51,0.1,165,8,20,1614,3,Yes,Yes,Yes,382956,204,Low
464,965,Yes,1.5,Yes,5,No,13,1,109,2,14,1138,10,No,Yes,No,129740,72,Very Low
465,1067,Yes,2.4,Yes,3,Yes,40,0.6,122,8,15,604,11,Yes,No,No,982566,224,Very Low
466,1583,Yes,1.6,No,5,Yes,42,0.8,118,3,10,3652,9,Yes,No,No,237050,140,High
467,1653,No,0.5,Yes,2,Yes,37,0.9,176,4,6,3955,18,Yes,Yes,Yes,797895,76,High
468,1433,No,1.6,No,7,No,4,0.7,133,8,11,258,4,Yes,Yes,Yes,224519,99,Very Low
469,765,No,2.9,No,0,Yes,18,0.1,153,7,0,1066,16,Yes,Yes,No,4758,11,Very Low
470,1845,Yes,0.5,Yes,10,No,61,0.3,96,1,12,1731,6,No,No,No,202940,45,Low
471,752,No,0.5,Yes,1,No,48,0.7,87,7,13,3860,16,No,No,No,119392,35,High
472,1948,No,2.8,Yes,8,No,16,0.1,100,5,10,3630,17,No,Yes,No,1224140,63,High
473,1077,No,2.5,Yes,0,Yes,45,1,174,3,4,1965,6,Yes,Yes,No,1169688,12,Low
474,932,Yes,0.5,No,1,Yes,60,0.7,104,4,2,1459,19,Yes,Yes,No,288904,6,Very Low
475,1968,No,0.9,No,0,No,22,0.8,115,3,7,2323,7,No,No,Yes,1083999,72,Average
476,1122,No,1.2,No,9,No,2,0.6,120,4,14,3291,13,Yes,Yes,Yes,261490,22,Average
477,1588,No,0.5,No,0,Yes,61,0.8,159,1,13,3272,17,Yes,Yes,No,1696016,0,High
478,601,No,2.1,No,4,No,26,0.3,101,4,18,918,12,No,No,No,278932,9,Very Low
479,1615,No,0.5,No,14,No,15,0.1,132,4,16,3488,3,No,No,Yes,781232,32,High
480,1589,Yes,2.2,Yes,2,No,58,0.1,128,4,4,3961,14,Yes,No,Yes,1828827,224,High
481,1417,Yes,2.7,No,2,Yes,56,0.9,114,6,4,590,6,Yes,No,Yes,814606,33,Very Low
482,1697,Yes,0.7,No,1,Yes,34,0.1,95,1,3,3701,8,Yes,Yes,No,298304,135,High
483,1330,Yes,1.3,Yes,14,No,3,0.3,83,5,17,463,11,No,No,Yes,1236760,84,Very Low
484,1476,No,0.5,No,0,Yes,43,0.7,148,2,2,3644,6,Yes,No,Yes,3527908,150,High
485,1579,Yes,1.5,No,0,No,27,0.2,142,6,18,1713,10,Yes,Yes,Yes,1233204,64,Low
486,1277,No,3,No,0,Yes,41,0.3,200,4,3,429,14,Yes,Yes,Yes,983180,36,Very Low
487,1089,Yes,0.9,Yes,12,Yes,2,0.7,145,5,15,2765,10,Yes,No,Yes,800724,156,Average
488,1663,Yes,2.5,Yes,13,Yes,27,0.3,169,4,14,2084,18,Yes,No,No,1195809,7,Average
489,1949,No,1.8,No,0,No,20,0.8,186,5,4,1125,9,No,No,No,306656,170,Low
490,1138,No,1.1,No,5,Yes,48,0.6,109,3,14,2048,18,Yes,Yes,Yes,414041,0,Average
491,685,No,2.7,No,7,No,17,0.3,174,6,20,1223,18,Yes,No,Yes,630750,0,Very Low
492,1889,No,2.8,No,5,Yes,31,1,132,1,10,3672,3,Yes,Yes,Yes,188020,5,High
493,857,Yes,2,Yes,3,No,17,0.2,195,7,9,3100,13,Yes,Yes,No,148836,85,Average
494,1902,No,2.8,Yes,6,No,50,0.8,124,8,9,343,18,No,Yes,No,1590806,88,Very Low
495,1225,Yes,2.4,No,0,No,15,0.1,155,5,0,1970,15,Yes,Yes,No,824880,128,Low
496,1066,No,1.6,No,5,No,39,0.6,131,5,17,2728,17,Yes,Yes,Yes,635986,0,Average
497,1554,Yes,0.5,Yes,11,No,5,1,124,3,12,3635,18,No,No,No,623705,28,High
498,1337,No,0.5,No,13,No,31,0.8,186,2,20,2180,16,Yes,No,Yes,30912,28,Low
499,1926,Yes,1.7,Yes,1,Yes,33,0.4,172,3,2,2488,14,Yes,No,No,1136174,6,Average
500,869,No,1.3,Yes,3,No,34,0.1,104,2,4,3864,11,Yes,No,No,257642,39,High
501,1278,Yes,0.5,Yes,1,No,54,0.1,104,8,16,1155,20,No,No,Yes,435750,7,Very Low
502,1773,Yes,2.5,No,16,Yes,32,0.6,170,6,18,3566,13,Yes,No,Yes,1788480,102,High
503,1661,Yes,0.8,Yes,1,Yes,6,1,109,7,2,864,2,Yes,No,Yes,794178,72,Low
504,1438,No,2.2,No,0,Yes,32,0.6,176,7,6,869,9,Yes,Yes,Yes,1135829,247,Very Low
