id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,px_area,sc_area,price_range
297,1595,1,2.6,0,7,0,12,0.3,121,8,19,3608,16,0,1,0,225320,15,4
298,1329,1,1,0,1,0,52,0.9,181,6,2,1228,6,1,0,1,1535274,48,2
299,928,1,0.5,1,11,0,56,0.7,80,8,13,666,5,0,1,0,274703,190,1
300,1656,1,0.5,1,8,1,38,0.1,105,7,17,1499,19,1,0,1,262614,96,2
301,1937,1,1.7,0,17,0,58,0.6,189,1,19,3321,14,1,1,0,3053376,20,4
302,977,1,1.1,1,2,0,57,0.6,181,6,7,1206,8,0,1,1,35658,7,1
303,768,1,0.9,0,16,1,56,0.1,113,1,20,952,16,1,0,1,215270,57,1
304,1464,1,0.5,1,11,0,12,0.9,117,2,14,3927,15,0,1,1,997472,15,4
305,1177,0,0.9,0,1,1,29,0.4,191,2,8,311,19,1,0,0,156996,90,1
306,1348,0,2,0,18,0,52,0.3,98,3,20,955,7,1,1,1,3629598,198,2
307,1956,0,2.2,0,0,1,37,0.5,87,3,2,1109,19,1,1,0,143560,13,2
308,1751,0,0.5,1,6,0,8,0.6,178,6,20,2969,17,0,0,1,95880,48,3
309,1530,0,2,0,11,0,42,0.8,177,6,13,725,19,0,0,1,896650,110,1
310,1997,1,1.8,1,1,0,40,0.5,185,4,8,1655,15,1,0,0,1049592,42,3
311,1414,1,1.5,1,5,0,44,0.5,180,2,6,3490,13,0,1,0,49192,192,4
312,1707,0,1.4,0,0,0,41,0.8,80,7,2,1774,10,0,0,0,1847428,0,3
313,894,0,0.5,1,1,1,50,0.5,199,3,14,3615,6,1,0,1,1878670,0,4
314,645,0,1.2,0,6,1,41,0.7,184,8,17,714,13,1,1,0,837330,36,1
315,1163,0,2.8,1,0,0,49,0.6,155,2,0,2768,12,0,0,1,392080,38,3
316,1126,0,0.7,0,3,0,49,0.9,165,8,17,3739,13,1,0,0,196764,14,4
317,1648,0,0.7,0,6,1,64,0.8,170,4,9,610,6,1,1,0,2163028,8,2
318,1170,1,0.9,0,6,1,14,0.4,199,2,13,715,20,1,0,1,336066,90,1
319,508,0,0.8,0,7,1,42,0.3,94,1,8,663,7,1,0,0,21723,156,1
320,1097,0,2.1,1,6,0,64,0.2,161,3,8,1725,9,1,0,1,801966,70,2
321,728,0,1.7,1,0,1,5,0.6,101,2,20,834,5,1,1,0,452600,0,1
322,1980,0,0.5,1,2,1,29,0.8,177,1,13,3865,18,1,0,0,595920,120,4
323,1504,0,2.3,1,1,0,64,0.9,182,1,2,3059,10,0,1,0,36537,30,4
324,1379,1,2.1,1,14,1,63,1,83,1,17,651,7,1,1,0,283590,54,1
325,1698,0,2.1,0,5,1,18,0.9,160,6,20,796,14,1,0,1,360822,39,1
326,920,0,2.1,1,5,0,25,0.4,115,7,14,785,5,0,1,1,225302,70,1
327,1144,1,1.5,1,0,0,21,0.4,189,1,11,3252,8,0,0,0,115116,0,3
328,1995,1,0.5,0,6,0,26,0.2,129,1,15,1322,7,0,1,1,716496,165,2
329,1430,0,0.5,1,1,0,27,0.5,183,1,16,2832,15,0,1,1,1338024,7,3
330,972,1,0.5,1,5,0,13,0.4,193,5,8,1615,13,0,1,0,2498640,66,2
331,662,0,0.5,0,5,0,20,0.8,138,1,10,2125,15,0,1,1,1225224,255,2
332,1867,0,2.3,0,0,1,9,0.1,191,6,3,990,2,1,0,1,1026704,6,2
333,1730,0,2,1,0,1,20,0.1,143,4,10,1595,12,1,1,0,427614,0,2
334,1723,1,1,0,1,1,7,0.6,126,3,17,1213,16,1,1,1,522624,0,2
335,1882,1,1.3,1,8,0,47,0.2,140,2,13,2500,11,0,0,1,77588,17,3
336,803,0,0.8,1,0,0,18,0.3,106,4,1,2801,12,0,1,0,586245,270,3
337,580,1,1.2,1,0,0,47,0.9,91,3,1,3451,11,1,1,0,1460670,15,4
338,668,0,2.3,0,2,1,48,0.3,114,1,19,1201,4,1,1,0,251940,168,1
339,1391,0,1.4,0,2,1,36,0.8,182,1,6,3139,14,1,1,0,17584,98,3
340,1560,0,2.3,0,0,1,22,0.8,169,7,1,1938,16,1,1,1,1016180,165,3
341,821,0,1.8,1,5,0,54,0.1,109,3,9,3185,15,1,0,0,451858,32,3
342,811,1,2.4,1,5,1,2,0.3,106,6,13,2111,2,1,0,1,475857,126,2
343,1989,1,2.9,1,8,0,17,0.1,193,8,15,2369,18,1,1,0,428978,0,3
344,1034,1,2.7,1,6,0,37,0.7,120,7,20,3625,12,0,1,1,847693,17,4
345,618,0,2.1,0,2,0,6,0.3,86,1,4,1051,15,0,0,1,2218032,130,1
346,654,1,1.3,0,0,1,52,0.7,196,4,4,1036,13,1,0,0,3255070,68,2
347,576,1,2.8,0,2,1,10,0.2,184,5,7,2938,5,1,1,1,737694,0,3
348,667,1,0.6,0,6,1,3,0.7,185,6,13,2855,19,1,0,1,19019,0,3
349,869,1,1,0,7,1,57,0.6,118,1,15,2727,8,1,0,0,1968912,39,3
350,635,1,0.5,1,2,0,42,0.4,149,3,4,2973,18,0,0,1,317700,60,3
351,609,1,3,0,15,1,44,0.3,117,1,16,2581,15,1,0,1,72674,165,2
352,1557,0,2.8,1,16,0,2,0.1,123,5,20,2690,9,0,0,1,1596294,288,4
353,1604,1,1.7,0,2,0,33,1,191,8,5,916,12,0,1,1,125826,130,1
354,1182,0,0.5,0,7,1,8,0.5,138,8,16,2563,19,1,0,0,271150,323,3
355,848,1,2.1,1,10,1,19,0.8,148,7,18,3359,14,1,0,0,181104,0,3
356,1610,1,2.9,0,7,1,64,0.9,181,4,12,941,9,1,1,0,1582080,32,2
357,1828,1,2.1,1,0,0,17,0.9,199,1,1,2280,4,0,0,0,301728,238,3
358,880,0,2,1,1,1,50,0.5,194,7,3,827,6,1,0,1,1541196,135,1
359,1394,1,0.9,1,10,1,62,0.3,175,5,13,473,20,1,1,0,1580650,11,1
360,1960,1,2.3,1,1,1,61,0.3,86,7,3,3865,11,1,0,0,266295,70,4
361,809,0,0.8,0,10,0,21,0.9,91,7,19,1274,3,0,0,0,2507878,126,2
362,899,0,0.5,1,13,1,57,0.9,172,2,18,364,7,1,1,0,1048828,11,1
363,1976,1,0.7,1,4,0,32,0.8,171,2,7,3699,13,0,1,1,2500522,187,4
364,879,0,1.5,1,0,1,21,0.8,187,4,2,2927,11,1,0,1,480594,182,3
365,916,1,2.6,0,0,0,36,0.3,195,4,12,1470,14,0,1,0,186496,0,1
366,763,0,1.7,1,8,1,2,0.5,92,8,14,1050,8,1,1,0,1219208,24,1
367,508,0,1.6,1,0,0,9,0.4,162,6,2,2616,10,1,1,1,2724480,144,3
368,825,0,2.9,1,0,0,34,0.8,99,8,17,2915,10,1,1,0,2744886,16,4
369,1864,0,1.4,0,8,1,46,0.7,178,1,12,2686,18,1,1,1,164808,77,3
370,1725,0,0.5,1,8,1,52,1,185,6,12,1243,5,1,1,1,1344375,342,2
371,1108,1,2.9,0,10,0,52,0.1,183,2,12,3264,13,0,1,1,221780,16,4
372,1011,0,1.1,0,4,1,36,0.2,131,7,18,2261,16,1,1,1,360269,42,2
373,1703,1,1.5,1,17,1,55,0.7,138,5,19,2993,20,1,1,1,2414221,5,4
374,1067,1,1.7,1,0,0,58,0.5,135,7,0,706,16,0,1,0,53799,108,1
375,1334,1,2.4,0,5,1,42,0.6,115,5,14,2542,8,1,0,0,2343138,10,4
376,775,1,2.6,0,0,0,30,0.4,189,7,10,2523,9,1,0,1,847110,272,3
377,1899,1,0.6,0,0,0,26,0.1,151,2,0,336,4,1,0,1,78144,143,1
378,930,1,1.3,1,1,1,14,0.4,97,6,10,2457,17,1,1,0,78925,77,2
379,1058,0,1.5,0,2,0,19,0.4,166,4,14,418,16,0,0,1,614771,63,1
380,1187,1,2.2,0,0,1,46,0.4,145,2,9,3917,8,1,0,1,2127822,143,4
381,1874,1,2.7,1,10,0,8,0.9,166,7,13,1246,2,0,0,1,1188612,8,2
382,1482,0,0.5,0,2,0,48,0.2,142,7,10,2971,12,1,1,1,407028,96,3
383,1809,1,1.7,0,3,1,59,0.1,174,3,4,2324,16,1,0,1,460719,60,3
384,864,1,3,1,0,1,54,0.7,187,2,1,3121,16,1,1,1,212090,36,3
385,625,1,1.9,0,12,1,33,0.2,191,1,20,3801,2,1,0,0,237050,60,3
386,1880,1,1.8,0,4,1,18,0.7,138,3,5,3333,7,1,0,0,49629,255,4
387,1138,0,1.4,0,12,1,44,0.2,187,8,17,3475,3,1,0,0,126318,57,4
388,560,0,0.5,0,14,0,23,1,146,8,15,2360,18,0,1,1,677468,272,2
389,1117,0,0.5,0,1,0,12,0.6,144,7,8,2895,16,1,1,0,651966,42,3
390,1712,0,1.4,0,1,0,63,0.5,137,7,12,3652,19,1,0,0,841122,16,4
391,1836,1,1.7,1,3,0,26,0.1,134,6,16,3097,18,0,1,0,464712,0,4
392,1036,1,2.4,0,0,0,39,0.2,119,7,3,2101,2,0,1,0,345398,70,2
393,1860,1,2.3,0,15,0,23,0.6,162,4,16,3918,8,0,1,0,2051172,18,4
394,1375,1,1.1,0,3,1,9,0.9,145,7,19,3869,10,1,1,1,344850,342,4
395,1945,0,1.6,1,0,1,57,0.3,195,4,1,732,14,1,1,0,1302479,14,2
396,1896,0,0.5,1,8,1,7,0.4,141,2,13,3684,18,1,0,0,354918,63,4
397,788,0,2.5,1,4,1,57,0.9,91,8,12,3969,6,1,1,1,48762,96,4
398,880,1,1.7,1,0,0,33,0.7,173,2,2,1414,7,1,1,0,40500,12,1
399,1323,1,2.5,1,10,1,28,0.2,131,4,12,1892,15,1,1,1,100278,0,2
400,1868,0,2,1,0,1,42,0.2,169,1,4,3131,7,1,1,1,229020,24,4
401,1266,0,1.9,1,0,1,7,0.2,184,3,12,2532,4,1,1,1,507928,50,3
402,1042,0,2.7,1,16,1,50,0.8,93,7,18,3215,20,1,1,1,1239535,0,4
403,1479,0,0.5,0,8,0,19,0.6,156,3,10,3323,6,1,0,1,265680,156,4
404,1476,1,1.2,1,0,1,55,0.1,171,4,5,1529,3,1,0,1,2733906,104,3
405,1552,1,2.2,0,6,1,13,0.2,123,6,9,2403,9,1,1,1,275994,18,3
406,1454,1,0.5,1,1,0,34,0.7,83,4,3,3419,5,1,1,0,258250,35,4
407,1007,0,2,0,0,0,45,0.1,95,5,2,3648,16,0,0,0,1813394,0,4
408,652,1,2.4,1,9,1,17,0.7,173,5,11,1974,12,1,0,0,43043,120,1
409,1504,0,1.5,0,12,1,34,0.7,142,8,15,2806,7,1,0,1,493311,14,3
410,1726,1,0.9,1,2,0,51,0.6,193,4,3,2239,13,1,0,1,463517,117,3
411,1029,1,1.9,1,5,1,5,0.2,171,5,8,582,4,1,1,1,252384,105,1
412,1582,0,2.8,0,2,1,44,0.5,112,6,13,3890,10,1,1,1,2670342,170,4
413,1478,1,0.8,1,12,0,48,0.7,99,5,17,1141,6,0,0,1,612108,10,2
414,1178,1,1.3,0,0,0,49,0.6,101,5,0,2511,17,0,0,0,345084,18,3
415,707,0,2.1,1,2,0,25,0.8,131,3,17,3838,7,1,0,1,284130,18,4
416,755,1,2.8,0,5,1,51,0.3,186,4,12,2734,16,1,0,1,311850,10,3
417,912,1,2,0,1,0,54,0.3,161,8,5,2330,20,0,1,0,346437,95,2
418,651,1,0.8,1,2,1,63,0.2,176,5,4,2244,19,1,1,0,470184,126,2
419,1483,0,2.1,0,1,1,54,0.2,176,7,2,1851,2,1,1,0,402498,195,2
420,914,1,0.9,0,2,0,4,0.8,100,2,12,808,5,1,1,0,285545,77,1
421,1456,1,0.5,1,7,0,7,0.4,105,5,12,1587,20,1,0,1,908592,30,2
422,1178,0,2.2,1,6,0,57,0.3,84,3,17,2492,10,1,1,0,129792,224,3
423,1503,1,0.7,0,10,1,43,0.2,166,4,14,2122,2,1,0,0,1096664,15,3
424,1681,1,2.5,0,2,0,11,0.4,158,2,13,1122,16,0,1,1,234975,72,1
425,715,0,2.3,1,4,0,48,0.1,160,4,6,3709,10,0,0,0,11802,28,3
426,1876,0,2.8,1,3,1,56,0.4,182,3,4,3021,18,1,0,0,137475,24,3
427,1190,1,2.2,1,9,0,47,0.3,186,6,10,624,19,1,1,1,2041897,27,1
428,1755,1,1.3,0,0,1,24,0.1,134,7,2,3937,7,1,0,1,307450,8,4
429,1197,0,1.3,0,3,1,20,0.5,149,6,7,1797,4,1,1,1,1057221,95,2
430,1048,1,0.9,0,10,1,28,0.8,194,2,19,1458,15,1,0,1,1907850,5,2
431,1887,1,3,1,6,1,17,0.2,126,8,7,3348,16,1,1,0,2107256,288,4
432,1772,1,0.5,1,3,0,64,0.7,116,8,15,1834,20,0,1,1,147150,10,2
433,1421,0,2.8,0,0,1,57,0.4,165,1,2,2775,14,1,0,1,1294117,104,4
434,1464,0,0.5,1,0,1,17,0.7,153,6,8,1277,19,1,0,0,560538,78,2
435,728,0,2.3,1,4,0,23,0.8,111,4,5,457,16,1,1,1,102942,170,1
436,954,1,0.5,0,0,0,50,0.3,134,2,11,438,2,1,0,0,241224,0,1
437,685,0,0.5,1,8,1,13,0.8,82,7,15,3210,2,1,1,1,1312473,105,4
438,1472,0,2.8,1,1,0,36,0.5,130,6,10,985,7,1,1,0,2532288,132,2
439,853,1,2,0,10,1,3,0.6,200,2,16,3701,8,1,1,0,498760,120,4
440,1469,0,2.1,0,0,0,8,0.7,123,7,0,1052,3,0,1,0,450934,8,1
441,1310,1,2.3,1,6,0,57,0.9,135,8,9,1175,8,0,0,0,399161,0,1
442,1654,0,1.8,0,1,0,11,0.3,146,7,2,1070,14,1,1,1,2035296,8,2
443,902,1,0.7,0,3,0,3,0.3,134,7,9,3411,15,0,0,1,867375,132,4
444,1448,0,1.4,1,13,0,26,1,156,3,16,1175,6,0,1,0,3315200,108,2
445,1631,0,0.9,1,2,1,3,0.1,198,7,12,301,13,1,0,0,337185,65,1
446,1608,0,1.8,1,7,0,28,0.4,183,2,13,489,8,0,0,1,1173054,165,1
447,1991,1,2.7,0,5,1,64,0.9,145,2,13,1733,8,1,1,0,1401850,15,3
448,1349,0,2,1,15,0,62,0.3,114,5,16,2756,4,1,0,0,457024,33,3
449,1589,0,2.5,0,5,1,51,0.8,195,1,18,2612,16,1,0,0,1411830,16,3
450,1844,1,2.3,1,1,0,51,0.7,158,8,3,1724,14,0,1,1,470106,5,2
451,712,1,0.5,1,3,1,35,0.2,84,2,10,2190,4,1,1,1,674064,192,2
452,972,1,1.7,0,0,1,54,0.7,107,3,4,1900,19,1,0,1,715050,128,2
453,1406,0,0.5,1,2,1,34,0.8,98,3,5,3915,2,1,0,1,1389222,72,4
454,1289,0,0.9,0,10,1,25,1,178,6,12,1043,11,1,1,0,687735,12,1
455,932,0,1.3,0,1,0,64,0.7,154,7,2,3817,9,1,1,1,1439424,56,4
456,1747,1,0.9,0,6,1,48,0.7,94,3,19,2362,19,1,1,0,1071057,34,3
457,1172,1,2.1,1,4,0,41,0.1,95,3,7,1107,5,0,0,0,2475576,21,2
458,1128,1,1.4,0,12,0,53,0.4,84,5,14,2982,12,1,1,0,834330,126,4
459,664,0,1.2,1,0,0,28,0.9,106,5,5,2042,19,1,1,0,1128738,255,2
460,513,1,0.5,0,6,1,44,0.1,186,4,12,1343,9,1,1,0,536673,5,1
461,1742,0,2.3,1,9,1,43,0.4,170,7,12,2610,10,1,0,1,308493,36,3
462,1512,1,1.7,0,12,0,6,0.7,162,7,17,2335,7,1,1,1,181220,105,3
463,1986,0,0.5,1,3,1,51,0.1,165,8,20,1614,3,1,1,1,382956,204,2
464,965,1,1.5,1,5,0,13,1,109,2,14,1138,10,0,1,0,129740,72,1
465,1067,1,2.4,1,3,1,40,0.6,122,8,15,604,11,1,0,0,982566,224,1
466,1583,1,1.6,0,5,1,42,0.8,118,3,10,3652,9,1,0,0,237050,140,4
467,1653,0,0.5,1,2,1,37,0.9,176,4,6,3955,18,1,1,1,797895,76,4
468,1433,0,1.6,0,7,0,4,0.7,133,8,11,258,4,1,1,1,224519,99,1
469,765,0,2.9,0,0,1,18,0.1,153,7,0,1066,16,1,1,0,4758,11,1
470,1845,1,0.5,1,10,0,61,0.3,96,1,12,1731,6,0,0,0,202940,45,2
471,752,0,0.5,1,1,0,48,0.7,87,7,13,3860,16,0,0,0,119392,35,4
472,1948,0,2.8,1,8,0,16,0.1,100,5,10,3630,17,0,1,0,1224140,63,4
473,1077,0,2.5,1,0,1,45,1,174,3,4,1965,6,1,1,0,1169688,12,2
474,932,1,0.5,0,1,1,60,0.7,104,4,2,1459,19,1,1,0,288904,6,1
475,1968,0,0.9,0,0,0,22,0.8,115,3,7,2323,7,0,0,1,1083999,72,3
476,1122,0,1.2,0,9,0,2,0.6,120,4,14,3291,13,1,1,1,261490,22,3
477,1588,0,0.5,0,0,1,61,0.8,159,1,13,3272,17,1,1,0,1696016,0,4
478,601,0,2.1,0,4,0,26,0.3,101,4,18,918,12,0,0,0,278932,9,1
479,1615,0,0.5,0,14,0,15,0.1,132,4,16,3488,3,0,0,1,781232,32,4
480,1589,1,2.2,1,2,0,58,0.1,128,4,4,3961,14,1,0,1,1828827,224,4
481,1417,1,2.7,0,2,1,56,0.9,114,6,4,590,6,1,0,1,814606,33,1
482,1697,1,0.7,0,1,1,34,0.1,95,1,3,3701,8,1,1,0,298304,135,4
483,1330,1,1.3,1,14,0,3,0.3,83,5,17,463,11,0,0,1,1236760,84,1
484,1476,0,0.5,0,0,1,43,0.7,148,2,2,3644,6,1,0,1,3527908,150,4
485,1579,1,1.5,0,0,0,27,0.2,142,6,18,1713,10,1,1,1,1233204,64,2
486,1277,0,3,0,0,1,41,0.3,200,4,3,429,14,1,1,1,983180,36,1
487,1089,1,0.9,1,12,1,2,0.7,145,5,15,2765,10,1,0,1,800724,156,3
488,1663,1,2.5,1,13,1,27,0.3,169,4,14,2084,18,1,0,0,1195809,7,3
489,1949,0,1.8,0,0,0,20,0.8,186,5,4,1125,9,0,0,0,306656,170,2
490,1138,0,1.1,0,5,1,48,0.6,109,3,14,2048,18,1,1,1,414041,0,3
491,685,0,2.7,0,7,0,17,0.3,174,6,20,1223,18,1,0,1,630750,0,1
492,1889,0,2.8,0,5,1,31,1,132,1,10,3672,3,1,1,1,188020,5,4
493,857,1,2,1,3,0,17,0.2,195,7,9,3100,13,1,1,0,148836,85,3
494,1902,0,2.8,1,6,0,50,0.8,124,8,9,343,18,0,1,0,1590806,88,1
495,1225,1,2.4,0,0,0,15,0.1,155,5,0,1970,15,1,1,0,824880,128,2
496,1066,0,1.6,0,5,0,39,0.6,131,5,17,2728,17,1,1,1,635986,0,3
497,1554,1,0.5,1,11,0,5,1,124,3,12,3635,18,0,0,0,623705,28,4
498,1337,0,0.5,0,13,0,31,0.8,186,2,20,2180,16,1,0,1,30912,28,2
499,1926,1,1.7,1,1,1,33,0.4,172,3,2,2488,14,1,0,0,1136174,6,3
500,869,0,1.3,1,3,0,34,0.1,104,2,4,3864,11,1,0,0,257642,39,4
501,1278,1,0.5,1,1,0,54,0.1,104,8,16,1155,20,0,0,1,435750,7,1
502,1773,1,2.5,0,16,1,32,0.6,170,6,18,3566,13,1,0,1,1788480,102,4
503,1661,1,0.8,1,1,1,6,1,109,7,2,864,2,1,0,1,794178,72,2
504,1438,0,2.2,0,0,1,32,0.6,176,7,6,869,9,1,1,1,1135829,247,1
505,1661,1,1.4,0,0,0,29,0.3,119,2,0,591,9,1,1,1,461496,18,1
506,1846,1,0.6,0,1,0,19,0.7,159,1,2,1333,11,0,1,1,64159,90,2
507,1260,1,2,1,2,1,23,0.2,123,7,10,2208,10,1,0,1,1188265,132,3
508,512,1,0.5,1,7,0,15,0.9,83,3,15,2610,15,0,1,1,460401,252,3
509,581,0,2.2,0,0,0,59,0.7,185,5,6,2819,9,0,0,1,1295239,323,3
510,1872,1,2.3,0,6,0,44,0.7,134,3,15,1955,15,1,0,1,577881,36,3
511,687,1,1.3,0,9,1,50,0.6,151,4,20,3416,8,1,1,0,672184,84,4
512,1062,1,2.5,1,6,0,10,0.9,160,1,13,3803,16,0,0,1,2883972,21,4
513,1678,1,2.3,1,11,0,7,0.5,192,1,14,574,19,1,0,0,736934,15,1
514,1417,1,0.5,0,10,1,45,0.9,166,4,19,2129,12,1,0,1,374556,117,2
515,1074,0,2.4,1,2,1,9,0.9,103,6,14,1948,18,1,1,1,900592,13,2
516,1832,0,0.7,0,2,0,2,0.6,90,7,6,2978,18,0,0,0,121644,126,3
517,1039,0,1.3,0,0,1,12,0.8,200,8,0,1619,10,1,1,1,2608956,7,2
518,1059,0,2.4,0,8,0,61,0.1,134,3,18,3716,11,1,1,0,3090508,195,4
519,1606,0,1.4,0,3,0,57,0.1,154,4,4,3454,20,0,0,1,2168348,104,4
520,1928,1,1.8,0,9,1,19,1,187,3,20,3777,13,1,1,1,1091780,14,4
521,1875,1,0.5,1,11,1,55,0.7,91,1,17,2712,6,1,0,1,3499484,14,4
522,1128,1,1.1,0,9,1,46,0.9,135,8,10,1434,11,1,0,0,1188082,0,2
523,1748,0,1.7,1,6,1,14,0.5,146,3,7,3968,3,1,0,1,1060006,192,4
524,1413,0,0.5,1,5,0,51,0.3,117,5,11,3383,2,0,0,0,96679,80,4
525,825,0,0.5,1,0,1,23,0.1,86,2,0,3278,2,1,0,1,394902,48,4
526,1589,1,1.4,0,3,1,26,0.1,100,8,16,3970,18,1,0,1,2942807,128,4
527,535,1,0.5,1,8,1,54,0.5,145,8,15,2674,10,1,0,0,666690,112,3
528,1780,1,0.5,0,6,0,27,0.1,190,4,11,2776,14,1,1,1,1947253,323,4
529,1671,0,0.6,1,7,1,61,0.1,129,2,11,2336,7,1,0,0,223024,40,3
530,1821,0,0.9,0,9,1,12,0.3,114,1,18,2430,6,1,1,1,174891,28,3
531,1076,1,2.6,0,3,1,38,0.7,119,6,8,891,9,1,1,0,118035,54,1
532,532,1,0.8,1,3,0,8,0.1,193,5,10,728,8,1,1,0,1642402,65,1
533,777,1,2.6,0,3,0,30,0.9,148,5,17,3886,7,1,0,0,216027,140,4
534,1217,1,0.5,0,3,0,17,0.5,182,4,13,1711,9,1,0,1,396896,21,2
535,1656,1,1.6,1,0,0,16,1,117,7,2,2856,20,1,1,1,287680,42,3
536,1185,0,1.9,0,0,0,31,0.4,152,8,7,2447,3,1,1,1,1374354,32,3
537,577,0,2.4,0,8,1,37,0.9,161,6,20,814,19,1,1,1,1576150,77,1
538,737,1,2.4,1,7,0,49,0.6,193,4,16,2951,10,0,1,0,1142603,0,3
539,704,0,2.2,1,4,0,53,0.2,186,6,6,3653,15,1,1,1,254263,7,3
540,525,1,0.5,1,5,0,51,0.5,137,8,11,1891,12,0,1,0,415794,54,2
541,504,1,0.5,1,5,0,16,0.1,166,1,9,701,15,1,0,1,1277055,255,1
542,793,0,1.2,1,1,1,38,0.6,176,4,7,3139,12,1,1,1,2225190,6,4
543,569,0,0.6,1,2,0,39,0.1,184,8,9,2811,7,1,0,1,287471,42,2
544,1590,0,1.9,1,3,1,21,1,160,5,18,1701,4,1,0,1,885960,44,2
545,707,0,0.5,0,0,1,16,0.1,194,2,0,1853,12,1,1,1,1548716,238,2
546,767,0,1.9,0,16,1,19,0.2,185,6,17,2445,6,1,1,1,271000,6,2
547,1350,1,0.5,1,0,1,50,0.8,181,8,4,2287,8,1,1,0,200736,15,2
548,1117,1,0.6,1,0,0,31,0.2,146,2,7,2003,14,0,1,1,2046766,56,3
549,641,1,1.1,0,0,1,7,0.9,192,1,3,3595,19,1,1,1,316503,35,3
550,1002,0,0.8,1,0,1,35,0.5,83,2,4,1726,19,1,0,1,1904520,80,2
551,1408,1,2.1,1,10,0,45,0.9,89,5,14,3952,3,0,0,1,666944,48,4
552,1900,1,2,1,1,0,41,0.5,190,8,6,850,4,1,1,1,1455552,5,2
553,726,0,2.9,0,0,0,43,0.1,101,8,0,1446,8,1,1,0,506160,34,1
554,1544,0,2.3,0,12,1,45,0.1,113,8,20,1300,18,1,1,0,202252,56,2
555,1454,1,1.6,0,6,1,21,0.2,160,4,10,719,10,1,1,1,204600,140,1
556,1230,1,2.2,1,6,0,26,0.8,123,5,7,988,9,0,1,1,281216,55,1
557,1552,0,1.2,0,10,1,53,0.3,180,8,18,2606,12,1,0,0,282940,78,3
558,1519,0,2.1,0,0,0,32,0.7,200,1,10,2912,15,1,1,0,208152,110,3
559,723,1,1.9,0,4,0,30,0.3,102,1,7,2339,17,0,1,1,2788767,171,3
560,1191,0,2.4,1,2,0,13,0.9,169,1,7,1028,8,1,1,1,324527,84,1
561,1168,0,1.3,0,9,0,61,0.1,90,8,10,3173,17,0,0,1,250902,36,4
562,1229,0,0.5,1,15,0,14,0.8,191,2,16,1667,17,0,0,1,225360,102,2
563,1758,1,0.5,0,11,1,13,0.6,190,8,14,1897,15,1,0,0,1420368,12,3
564,1290,0,0.5,0,0,0,3,0.1,143,6,4,1214,15,0,1,1,665400,72,2
565,574,0,2.8,1,16,0,38,0.1,90,6,17,3269,10,0,1,0,334906,56,3
566,1271,1,0.5,0,12,0,32,0.1,113,7,15,445,14,0,0,1,2631150,210,1
567,1170,1,1.2,0,4,0,30,0.4,83,8,15,1073,8,1,1,0,46494,24,1
568,1269,1,1.3,0,14,0,52,0.8,118,2,15,665,5,0,0,0,3066240,90,2
569,1288,0,2.8,1,15,0,50,0.1,121,2,20,3129,2,0,0,0,2129193,102,4
570,1366,1,0.7,1,0,1,34,0.1,150,2,9,3501,3,1,0,0,387528,143,4
571,1572,1,0.8,1,7,1,8,0.8,169,5,8,3461,10,1,1,1,713749,18,4
572,1627,0,0.9,1,9,1,32,0.1,180,6,16,3206,16,1,1,0,56264,72,4
573,1701,1,0.5,0,13,1,46,0.9,115,2,15,3717,10,1,1,0,301392,0,4
574,1900,1,0.5,1,0,1,55,0.9,171,1,1,3917,18,1,0,1,1159094,75,4
575,1974,0,1,0,4,0,24,0.3,80,7,13,861,6,1,0,1,136250,28,1
576,1197,1,0.5,1,9,0,20,0.1,129,5,10,2885,14,1,1,1,365940,133,3
577,587,1,2.3,1,4,0,6,0.7,170,1,16,2777,14,1,1,0,1097316,18,3
578,934,0,1.1,0,7,0,24,0.8,112,5,12,1017,9,0,0,1,1625393,84,1
579,1195,0,2,1,1,1,23,0.1,82,4,9,980,17,1,0,0,179300,117,1
580,1853,1,1,0,2,0,23,0.4,92,1,15,2775,17,1,0,0,394102,56,4
581,1164,0,1,0,4,1,19,0.9,95,8,18,3309,3,1,0,1,1242216,45,4
582,1512,1,0.5,0,8,1,18,0.1,88,3,17,3607,6,1,1,1,2046863,120,4
583,1232,0,2.9,1,1,1,24,0.3,169,5,17,1257,16,1,0,0,292049,160,1
584,1813,1,0.6,1,0,1,5,0.2,198,3,8,759,14,1,1,0,441428,27,1
585,946,1,2.6,1,17,0,5,0.1,166,3,20,3720,4,0,1,0,3007158,105,4
586,739,1,2.3,1,2,1,58,0.1,88,3,4,475,6,1,0,1,1615872,42,1
587,704,1,2.7,0,8,1,29,0.2,80,1,10,1122,10,1,1,1,1671972,27,1
588,1663,1,0.5,0,0,0,40,0.6,147,4,15,1336,15,1,0,0,1469295,40,2
589,1966,1,1.4,1,2,0,40,0.9,185,8,18,1185,20,0,1,0,2378439,22,3
590,1219,0,1,1,0,0,17,0.7,196,5,4,705,6,0,1,1,483406,33,1
591,612,1,0.7,0,6,0,35,0.6,181,5,12,3169,6,0,0,0,1730078,126,3
592,1658,1,1.4,0,0,1,39,0.7,182,1,5,3483,15,1,0,1,214020,10,4
593,1263,0,0.5,0,12,0,64,0.3,175,5,18,1183,17,0,0,1,335174,42,2
594,1395,1,2.8,0,0,1,55,0.6,118,3,1,3373,16,1,1,0,1397434,22,4
